time,close,open,low,high
2017-05-01 10:48:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 10:49:00,130.758369872,130.758369872,130.758369872,130.758369872
2017-05-01 10:50:00,130.758369872,130.758369872,130.758369872,130.758369872
2017-05-01 10:51:00,130.785901814,130.785901814,130.785901814,130.785901814
2017-05-01 10:52:00,130.785901814,130.785901814,130.785901814,130.785901814
2017-05-01 10:53:00,130.785901814,130.785901814,130.785901814,130.785901814
2017-05-01 10:54:00,130.785901814,130.785901814,130.785901814,130.785901814
2017-05-01 10:55:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 10:56:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 10:57:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 10:58:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 10:59:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:00:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:01:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:02:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:03:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:04:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:05:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:06:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:07:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:08:00,130.785901814,130.7767245,130.7767245,130.785901814
2017-05-01 11:09:00,130.749192558,130.740015244,130.740015244,130.749192558
2017-05-01 11:10:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 11:11:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 11:12:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:13:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:14:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:15:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:16:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:17:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:18:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:19:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:20:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:21:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:22:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:23:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:24:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:25:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:26:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:27:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:28:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:29:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:30:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:31:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:32:00,130.657419418,130.648242104,130.648242104,130.657419418
2017-05-01 11:33:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 11:34:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:35:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:36:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:37:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:38:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:39:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:40:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:41:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:42:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:43:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:44:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:45:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:46:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:47:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:48:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:49:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:50:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:51:00,130.483050452,130.483050452,130.483050452,130.483050452
2017-05-01 11:52:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 11:53:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 11:54:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 11:55:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 11:56:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 11:57:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 11:58:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 11:59:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:00:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:01:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:02:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:03:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:04:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:05:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:06:00,130.50140508,130.50140508,130.50140508,130.50140508
2017-05-01 12:07:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:08:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:09:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:10:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:11:00,130.54729165,130.54729165,130.54729165,130.54729165
2017-05-01 12:12:00,130.54729165,130.54729165,130.54729165,130.54729165
2017-05-01 12:13:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:14:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:15:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:16:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:17:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:18:00,130.519759708,130.519759708,130.519759708,130.519759708
2017-05-01 12:19:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:20:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:21:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:22:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:23:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:24:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:25:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:26:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:27:00,130.464695824,130.45551851,130.45551851,130.464695824
2017-05-01 12:28:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:29:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:30:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:31:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:32:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:33:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:34:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:35:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:36:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:37:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:38:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:39:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:40:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:41:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:42:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:43:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:44:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:45:00,130.400454626,130.400454626,130.400454626,130.400454626
2017-05-01 12:46:00,130.446341196,130.446341196,130.446341196,130.446341196
2017-05-01 12:47:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:48:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:49:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:50:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:51:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:52:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:53:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:54:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:55:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 12:56:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 12:57:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 12:58:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 12:59:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 13:00:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 13:01:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 13:02:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 13:03:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 13:04:00,130.336213428,130.336213428,130.336213428,130.336213428
2017-05-01 13:05:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 13:06:00,130.427986568,130.427986568,130.427986568,130.427986568
2017-05-01 13:07:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:08:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:09:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:10:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:11:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:12:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:13:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:14:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:15:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:16:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:17:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:18:00,130.418809254,130.40963194,130.40963194,130.418809254
2017-05-01 13:19:00,130.510582394,130.510582394,130.510582394,130.510582394
2017-05-01 13:20:00,130.510582394,130.510582394,130.510582394,130.510582394
2017-05-01 13:21:00,130.510582394,130.510582394,130.510582394,130.510582394
2017-05-01 13:22:00,130.510582394,130.510582394,130.510582394,130.510582394
2017-05-01 13:23:00,130.538114336,130.538114336,130.538114336,130.538114336
2017-05-01 13:24:00,130.54729165,130.538114336,130.538114336,130.54729165
2017-05-01 13:25:00,130.54729165,130.538114336,130.538114336,130.54729165
2017-05-01 13:26:00,130.54729165,130.538114336,130.538114336,130.54729165
2017-05-01 13:27:00,130.54729165,130.538114336,130.538114336,130.54729165
2017-05-01 13:28:00,130.54729165,130.538114336,130.538114336,130.54729165
2017-05-01 13:29:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:30:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:31:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:32:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:33:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:34:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:35:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:36:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:37:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:38:00,130.565646278,130.565646278,130.565646278,130.565646278
2017-05-01 13:39:00,130.629887476,130.63906479,130.620710162,130.63906479
2017-05-01 13:40:00,130.629887476,130.63906479,130.620710162,130.63906479
2017-05-01 13:41:00,130.629887476,130.63906479,130.620710162,130.63906479
2017-05-01 13:42:00,130.629887476,130.63906479,130.620710162,130.63906479
2017-05-01 13:43:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 13:44:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 13:45:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 13:46:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 13:47:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 13:48:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 13:49:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 13:50:00,130.675774046,130.675774046,130.675774046,130.675774046
2017-05-01 13:51:00,130.675774046,130.675774046,130.675774046,130.675774046
2017-05-01 13:52:00,130.675774046,130.675774046,130.675774046,130.675774046
2017-05-01 13:53:00,130.675774046,130.675774046,130.675774046,130.675774046
2017-05-01 13:54:00,130.68495136,130.68495136,130.68495136,130.68495136
2017-05-01 13:55:00,130.68495136,130.68495136,130.68495136,130.68495136
2017-05-01 13:56:00,130.68495136,130.68495136,130.68495136,130.68495136
2017-05-01 13:57:00,130.68495136,130.68495136,130.68495136,130.68495136
2017-05-01 13:58:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 13:59:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:00:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:01:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:02:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:03:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:04:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:05:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:06:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:07:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:08:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:09:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:10:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:11:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:12:00,130.813433756,130.813433756,130.813433756,130.813433756
2017-05-01 14:13:00,130.7767245,130.7767245,130.7767245,130.7767245
2017-05-01 14:14:00,130.7767245,130.7767245,130.7767245,130.7767245
2017-05-01 14:15:00,130.7767245,130.7767245,130.7767245,130.7767245
2017-05-01 14:16:00,130.7767245,130.7767245,130.7767245,130.7767245
2017-05-01 14:17:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:18:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:19:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:20:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:21:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:22:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:23:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:24:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:25:00,130.767547186,130.767547186,130.767547186,130.767547186
2017-05-01 14:26:00,130.694128674,130.694128674,130.694128674,130.694128674
2017-05-01 14:27:00,130.694128674,130.694128674,130.694128674,130.694128674
2017-05-01 14:28:00,130.694128674,130.694128674,130.694128674,130.694128674
2017-05-01 14:29:00,130.694128674,130.694128674,130.694128674,130.694128674
2017-05-01 14:30:00,130.712483302,130.712483302,130.712483302,130.712483302
2017-05-01 14:31:00,130.712483302,130.712483302,130.712483302,130.712483302
2017-05-01 14:32:00,130.712483302,130.712483302,130.712483302,130.712483302
2017-05-01 14:33:00,130.712483302,130.712483302,130.712483302,130.712483302
2017-05-01 14:34:00,130.712483302,130.712483302,130.712483302,130.712483302
2017-05-01 14:35:00,130.712483302,130.712483302,130.712483302,130.712483302
2017-05-01 14:36:00,130.712483302,130.712483302,130.712483302,130.712483302
2017-05-01 14:37:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:38:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:39:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:40:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:41:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:42:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:43:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:44:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:45:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:46:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:47:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:48:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 14:49:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:50:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:51:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:52:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:53:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:54:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:55:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:56:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:57:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:58:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 14:59:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 15:00:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 15:01:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 15:02:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 15:03:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 15:04:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 15:05:00,130.721660616,130.721660616,130.721660616,130.721660616
2017-05-01 15:06:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:07:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:08:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:09:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:10:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:11:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:12:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:13:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:14:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:15:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:16:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:17:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:18:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:19:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:20:00,130.703305988,130.703305988,130.703305988,130.703305988
2017-05-01 15:21:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 15:22:00,130.648242104,130.648242104,130.648242104,130.648242104
2017-05-01 15:23:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:24:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:25:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:26:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:27:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:28:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:29:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:30:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:31:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:32:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:33:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:34:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:35:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:36:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:37:00,130.611532848,130.611532848,130.611532848,130.611532848
2017-05-01 15:38:00,130.63906479,130.63906479,130.63906479,130.63906479
2017-05-01 15:39:00,130.574823592,130.574823592,130.574823592,130.574823592
2017-05-01 15:40:00,130.574823592,130.574823592,130.574823592,130.574823592
2017-05-01 15:41:00,130.574823592,130.574823592,130.574823592,130.574823592
2017-05-01 15:42:00,130.574823592,130.574823592,130.574823592,130.574823592
2017-05-01 15:43:00,130.574823592,130.574823592,130.574823592,130.574823592
2017-05-01 15:44:00,130.574823592,130.574823592,130.574823592,130.574823592
2017-05-01 15:45:00,130.574823592,130.574823592,130.574823592,130.574823592
2017-05-01 15:46:00,130.565646278,130.574823592,130.565646278,130.574823592
2017-05-01 15:47:00,130.565646278,130.565646278,130.565646278,130.565646278
